attribution_required,attribution_text,audio_format,audio_subtype,background_labels,birdnet_max_confidence,birdnet_target_detections,birdnet_top_species,bytes,category,category_name_zh,channels,clipping_sample_fraction,codec_stderr,collector_note,commercial_compatible,contains_speech,contains_target_species,current_path,dataset_key,decode_status,downloaded_at,duration_seconds,filename,frames,freesound_id,human_contains_speech,human_contains_target_species,human_final_class,human_review_notes,human_reviewed_at,human_reviewer,human_valid_intervals,indexed_at,intended_use,item_id,label_basis,label_source,license,license_code,license_label,local_path,metadata_bird_terms,metadata_speech_terms,mixture_hint,name,num_downloads,peak_dbfs,preview_kind,preview_sha256,preview_url,primary_label_weak,privacy_risk,provisional_class,quality_flag,quality_read_error,query,read_error,recording_id,review_notes,review_priority,review_reasons,review_recommendation,review_status,reviewed_class,reviewed_primary_label,rms_dbfs,samplerate,sha256,silent_block_fraction,sound_url,source,source_id,source_url,suffix,tags,username,valid_intervals
True,Sefton Park by LiquidGravitySound (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:18:17.432430+00:00,70.2328,,,459121,,,,,,,,,unknown_or_mixed_review,freesound_459121,,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\non_target_soundscape\freesound_459121.mp3,birds,,,Sefton Park,129,-3.247,hq-mp3,3a59ec644ce6905c64aab56fe1fa0158a83eb6a496d122ea947aad3681269feb,https://cdn.freesound.org/previews/459/459121_5738084-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-25.457,48000.0,,0.058321,https://freesound.org/s/459121/,freesound_public_web,,,,Sefton|ambience|ambient|birds|city|distant|field-recording|park|traffic|urban,LiquidGravitySound,
True,Crunchy Crisp Rain.WAV by Astounded (CC-BY),,,,0.0,,,,rain_water_park,雨水与公园环境,,3.3e-07,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:11:15.021752+00:00,62.4742,,,521388,,,,,,,,,background,freesound_521388,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_521388.mp3,birds,,,Crunchy Crisp Rain.WAV,147,0.057,hq-mp3,ede924edb7a4c03eb893468f93cf3b69e5a6f0ac30ff70f0146520a87d7b7de2,https://cdn.freesound.org/previews/521/521388_10201334-hq.mp3,,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-29.393,96000.0,,0.0,https://freesound.org/s/521388/,freesound_public_web,,,,Astbury|Drip|Field-Recording|Outdoors|Rain|Storm|Water|Weather|ambient|birds|field-recording|forest|nature|rain-drops|rain-shower|shower|splash|trees,Astounded,
True,Rainy Sunday by the pond.wav by dibko (CC-BY),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:51:28.064393+00:00,50.5107,,,569803,,,,,,,,,background,freesound_569803,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_569803.mp3,bird|birds|birdsong,,,Rainy Sunday by the pond.wav,85,-1.457,hq-mp3,b8f9b2d923441450e6329ec68614ce2385c7a0f8f76e0a703dbfcba7bbd396ab,https://cdn.freesound.org/previews/569/569803_10152894-hq.mp3,,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-26.49,44100.0,,0.0,https://freesound.org/s/569803/,freesound_public_web,,,,ambience|ambient|animal|bird|birds|birdsong|blackcoot|field-recording|forest|nature|pond|rain|raindrops|spring|swan|water|woodpecker,dibko,
False,morning-birds-urban-city-ambience-field-recording.wav by cynthia_1968 (CC0),,,,0.058444,乌鸫:0.058444@48.0-51.0,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:52:00.215141+00:00,59.625,,,578150,,,,,,,,,unknown_or_mixed_review,freesound_578150,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\non_target_soundscape\freesound_578150.mp3,birds,,,morning-birds-urban-city-ambience-field-recording.wav,113,-0.267,hq-mp3,902fa6c0fdf1c13f2b281df3d7f0c6a6d763f5e7e4eda99fef1079d04f814be0,https://cdn.freesound.org/previews/578/578150_1486586-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,very_low_confidence_target_species_check|mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-32.779,48000.0,,0.070352,https://freesound.org/s/578150/,freesound_public_web,,,,ambiance|ambience|ambient|atmosphere|birds|city|field-recording|morning|park|urban,cynthia_1968,
True,calm suburban morning 811 AM NL EU 230514_0606 by klankbeeld (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:20:07.564656+00:00,108.067,,,745236,,,,,,,,,unknown_or_mixed_review,freesound_745236,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_745236.mp3,birds,,,calm suburban morning 811 AM NL EU 230514_0606,121,-24.49,hq-mp3,1d6e9b7794ed45cd7540699660be81cd40fe3327af5688ea4ea3f39c5789aa70,https://cdn.freesound.org/previews/745/745236_1648170-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-41.067,48000.0,,0.0,https://freesound.org/s/745236/,freesound_public_web,,,,May|ambience|ambient|atmosphere|atmospheric|background-sound|birds|calm|city|early|echo|echoing|field-recording|general-noise|morning|park|spring|suburb|suburban|town|traffic|urban|white-noise,klankbeeld,
False,Street Village Ambience on a Summer Windy Day by sounds_from_palestine (CC0),,,,0.0,,,,distant_traffic,远处交通,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:59:08.364025+00:00,102.0,,,818390,,,,,,,,,background,freesound_818390,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_818390.mp3,birds,,,Street Village Ambience on a Summer Windy Day,196,-2.416,hq-mp3,e23336646173ebf400f6087a7d37c5d50441e39d627d25fd7a4788110dbb720a,https://cdn.freesound.org/previews/818/818390_17247322-hq.mp3,,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-38.768,48000.0,,0.008824,https://freesound.org/s/818390/,freesound_public_web,,,,ambience|background|birds|car|celebration|environment|explosion|field-recording|fireworks|hiss|middle-east|noise|outdoor|palestine|pump|rural|soundscape|street|summer|tawjihi|traffic|village|water|windy,sounds_from_palestine,
False,Gentle Ambient Rooftop Crows by SecureSubset (CC0),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:18:46.819806+00:00,64.6497,,,840818,,,,,,,,,unknown_or_mixed_review,freesound_840818,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\non_target_soundscape\freesound_840818.mp3,birds|crow|crows,,,Gentle Ambient Rooftop Crows,86,-19.91,hq-mp3,1738017dee9a5952a8db14a9c943af1dfa34d3310ea0ec0fffdb945e835ee39c,https://cdn.freesound.org/previews/840/840818_16752880-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-42.002,96000.0,,0.02473,https://freesound.org/s/840818/,freesound_public_web,,,,Ambience|Birds|Cars|City|Crow|Day|Field-recording|Nature|Park|Peaceful|Road|Urban,SecureSubset,
True,ambient fens Kampina National Park Netherlands 1 pm 260317_0084 by klankbeeld (CC-BY),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:09:01.441005+00:00,60.0,,,848492,,,,,,,,,background,freesound_848492,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_848492.mp3,bird|birds|birdsong,,,ambient fens Kampina National Park Netherlands 1 pm 260317_0084,31,-6.612,hq-mp3,e7914eb0740f1c6ad60031d745c7c68f857377e78dac3cd3db94761f48794fd2,https://cdn.freesound.org/previews/848/848492_1648170-hq.mp3,,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-26.763,48000.0,,0.0,https://freesound.org/s/848492/,freesound_public_web,,,,Kampina|Netherlands|ambient|background-sound|bird|birds|birdsong|fens|field-recording|general-noise|heath|heathland|marsh|marshes|marshland|moorland|moors|park|pond|van-gogh-nationaal-park|white-noise|wind,klankbeeld,
True,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0854 am 250729_1184 by klankbeeld (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:16:47.490776+00:00,79.0,,,850131,,,,,,,,,unknown_or_mixed_review,freesound_850131,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850131.mp3,birds,,,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0854 am 250729_1184,41,-11.416,hq-mp3,0fcf83e779c42ab95eda4dd8841372e9b7b0155d3e2ec93cc798bca6bf527654,https://cdn.freesound.org/previews/850/850131_1648170-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-26.165,48000.0,,0.0,https://freesound.org/s/850131/,freesound_public_web,,,,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|church-bell|city|city-park|field-recording|garden|general-noise|park|suburb|suburban|traffic|village|white-noise,klankbeeld,
True,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0901 am 250729_1184 by klankbeeld (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:16:12.000583+00:00,120.0,,,850139,,,,,,,,,unknown_or_mixed_review,freesound_850139,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850139.mp3,birds,,,church-bell city-park Zuiderpark s-Hertogenbosch Netherlands 0901 am 250729_1184,133,-9.624,hq-mp3,0f4b7f4a8de399d6bd3944e925c7ba6eacc5c89c44a0bd057a1a1fa995d3c2e0,https://cdn.freesound.org/previews/850/850139_1648170-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-27.872,48000.0,,0.0,https://freesound.org/s/850139/,freesound_public_web,,,,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|church-bell|city|city-park|field-recording|garden|general-noise|park|suburb|suburban|traffic|village|white-noise,klankbeeld,
True,summerday city-park Zuiderpark s-Hertogenbosch Netherlands 0928 am 250729_1184 by klankbeeld (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:17:45.683028+00:00,16.0,,,860702,,,,,,,,,unknown_or_mixed_review,freesound_860702,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_860702.mp3,birds,,,summerday city-park Zuiderpark s-Hertogenbosch Netherlands 0928 am 250729_1184,24,-8.592,hq-mp3,8070eace6dc4b8c1c9b4f509141a0132c35750e13037f1c01e013fc620f49692,https://cdn.freesound.org/previews/860/860702_1648170-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-23.643,48000.0,,0.0,https://freesound.org/s/860702/,freesound_public_web,,,,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|city|city-park|field-recording|garden|general-noise|suburb|suburban|traffic|village|white-noise,klankbeeld,
False,rain under a umbrella.mp3 by tec_studio (CC0),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:08:30.669476+00:00,115.737,,,232204,,,,,,,,,background,freesound_232204,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_232204.mp3,,,,rain under a umbrella.mp3,184,-1.962,hq-mp3,77c12a02f3c77c6f6cb9db1d17c9a0849ef8143c2aaaf5c21cc279b72d7777fe,https://cdn.freesound.org/previews/232/232204_1431924-hq.mp3,,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-26.773,44100.0,,0.0,https://freesound.org/s/232204/,freesound_public_web,,,,ambience|ambient|rain|storm|umbrella|water,tec_studio,
True,Hunebed D26 Drouwenerveld.flac by uair01 (CC-BY),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:56:24.648721+00:00,39.1174,,,243880,,,,,,,,,background,freesound_243880,,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243880.mp3,,,,Hunebed D26 Drouwenerveld.flac,159,-17.186,hq-mp3,799ba9bdea5cf0ab0c3f7dd2f4242dada56f6abbf115c9a99c28ebb53a83239e,https://cdn.freesound.org/previews/243/243880_717853-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-40.546,44100.0,,0.015306,https://freesound.org/s/243880/,freesound_public_web,,,,dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D18 Rolde.flac by uair01 (CC-BY),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:56:47.665666+00:00,39.4249,,,243882,,,,,,,,,background,freesound_243882,,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243882.mp3,,,,Hunebed D18 Rolde.flac,317,-14.537,hq-mp3,5e6abce47d8c84a94095a15352d0a23bcc800bd683deda32826571e0d9fa9238,https://cdn.freesound.org/previews/243/243882_717853-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-38.493,44100.0,,0.012658,https://freesound.org/s/243882/,freesound_public_web,,,,dolmen|field-recording|leaves|megalith|nature|rustling|silent|tree|wind,uair01,
False,"windy winter day, wind in trees, from distance.wav by lwdickens (CC0)",,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:48:46.167382+00:00,83.264,,,259968,,,,,,,,,background,freesound_259968,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_259968.mp3,,,,"windy winter day, wind in trees, from distance.wav",2103,-26.516,hq-mp3,dae9bdd6417c9fba83a5662b8f50bf893442ffb0397dac524a7a783a4bb022df,https://cdn.freesound.org/previews/259/259968_2663250-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-43.255,48000.0,,0.006002,https://freesound.org/s/259968/,freesound_public_web,,,,ambient|field-recording|leaves|residential|trees|wind|winter,lwdickens,
False,Strong Wind Recorded with Soundfield Microphone Manchester 2 by keirofinch (CC0),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:53:56.425808+00:00,19.7888,,,376534,,,,,,,,,background,freesound_376534,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_376534.mp3,,,,Strong Wind Recorded with Soundfield Microphone Manchester 2,1050,-20.094,hq-mp3,2542f7f1fe333b8ab74c65cd59570e77cf75a775cb0bf7e69f4ec21ea7183a95,https://cdn.freesound.org/previews/376/376534_3256739-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-36.772,48000.0,,0.0,https://freesound.org/s/376534/,freesound_public_web,,,,ambisonics|blow|blowing|branches|breeze|calrec|desert|foliage|forceful|gale|gust|howling|leaves|nature-sound|recording|soundfield|storm|stormy|strong|tree|trees|wind|windy,keirofinch,
False,rain - drops on porch.wav by Anthousai (CC0),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:13:56.648178+00:00,30.9911,,,398740,,,,,,,,,background,freesound_398740,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_398740.mp3,,,,rain - drops on porch.wav,3559,-2.652,hq-mp3,4e9c8c288479301d0398f5f2102c637e4c13d2c0c3d6865798a903ca02387295,https://cdn.freesound.org/previews/398/398740_5923045-hq.mp3,,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-35.02,96000.0,,0.006452,https://freesound.org/s/398740/,freesound_public_web,,,,ambiance|ambience|ambient|atmosphere|dripping|droplet|droplets|drops|field-recording|gloomy|gloomy-weather|gray|grey|nature|outdoors|outside|rain|rain-drops|raindrops|raining|rainy|soundscape|water|weather|wet|wood|wooden,Anthousai,
False,"Ambience - outdoors at night, suburban, with crickets.wav by jodybruchon (CC0)",,,,0.0,,,,distant_traffic,远处交通,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:00:14.367723+00:00,26.0,,,459464,,,,,,,,,background,freesound_459464,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_459464.mp3,,,,"Ambience - outdoors at night, suburban, with crickets.wav",359,-3.335,hq-mp3,1658cb4cdd34ec1ea3941b370c77dd4beb09d52a2b1c2b6d42455aafbc9d84a7,https://cdn.freesound.org/previews/459/459464_7872308-hq.mp3,,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-21.753,96000.0,,0.0,https://freesound.org/s/459464/,freesound_public_web,,,,ambiance|ambience|ambient|background-sound|crickets|field-recording|foley|general-noise|nature|night|outdoors|suburban,jodybruchon,
False,Outdoors_Night_RainOnRoofing.wav by MrFossy (CC0),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:13:32.613011+00:00,90.0,,,521841,,,,,,,,,background,freesound_521841,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_521841.mp3,,,,Outdoors_Night_RainOnRoofing.wav,136,-12.375,hq-mp3,681b0361e7300d130f47c1b25b0ddc78daf43486603a11aeecaec80feae86aca,https://cdn.freesound.org/previews/521/521841_129727-hq.mp3,,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-33.231,96000.0,,0.0,https://freesound.org/s/521841/,freesound_public_web,,,,ambience|corrugated-roofing|field-recording|night|outdoors|rain|suburban,MrFossy,
False,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav by newlocknew (CC0)",,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:54:24.909123+00:00,60.1094,,,529779,,,,,,,,,background,freesound_529779,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_529779.mp3,,,,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav",157,-19.899,hq-mp3,ed490dc695877cc5583bd57079d835b723378d4c9437738dbfa0012e596070e4,https://cdn.freesound.org/previews/529/529779_5828667-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-40.565,48000.0,,0.518272,https://freesound.org/s/529779/,freesound_public_web,,,,ambiance|ambience|atmo|atmos|atmosphere|background|background-sound|clearing|creak|crickets|environment|field-recording|forest|forest-noise|general-noise|glade|leaves|meadow|nature|noise|road|soundscape|trees|trees-noise|wind|woods,newlocknew,
False,Forest Next to Highway by TravieDoodle (CC0),,,,0.0,,,,distant_traffic,远处交通,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:59:34.485302+00:00,45.5546,,,569176,,,,,,,,,background,freesound_569176,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_569176.mp3,,,,Forest Next to Highway,113,-6.699,hq-mp3,6f6016b0b36e9d4b04681c2a329dc1669bb853bea76ec2d9e63bd95118784cc1,https://cdn.freesound.org/previews/569/569176_6637516-hq.mp3,,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-32.096,44100.0,,0.0,https://freesound.org/s/569176/,freesound_public_web,,,,ambience|cars|field-recording|forest|highway|nature|outdoor|outside|road|traffic,TravieDoodle,
False,Water drips in stairwell.wav by jekyll123 (CC0),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:07:45.354898+00:00,57.5,,,582921,,,,,,,,,background,freesound_582921,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_582921.mp3,,,,Water drips in stairwell.wav,80,-10.164,hq-mp3,9fde9069263fc311c9ee372ac9efdf865c4203ca8b66fffb00bb98aef7ea8aa1,https://cdn.freesound.org/previews/582/582921_7811542-hq.mp3,,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-41.238,48000.0,,0.022609,https://freesound.org/s/582921/,freesound_public_web,,,,ambiance|ambience|ambient|atmo|atmos|atmosphere|background|background-sound|field-recording|rain|rainfall|soundscape|water,jekyll123,
False,Jet in the sky in the rain by Lumamorph (CC0),,,,0.0,,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:12:24.064839+00:00,48.7691,,,636568,,,,,,,,,background,freesound_636568,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_636568.mp3,,,,Jet in the sky in the rain,202,-0.241,hq-mp3,796c898635d5e9df8ef89992e0c93ed2da6453ac078a9acdcf4a69e3dc7bc1ef,https://cdn.freesound.org/previews/636/636568_10150854-hq.mp3,,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-17.629,88200.0,,0.0,https://freesound.org/s/636568/,freesound_public_web,,,,aeroplane|airbus|aircraft|airplane|ambiance|ambience|ambient|atmosphere|background|boeing|cinematic|droplets|drops|engine|environment|field-recording|flight|flying|jet|nature|noise|outdoor|outdoors|passing|plane|rain|sfx|sound|soundscape|stereo,Lumamorph,
False,windy_120.wav by StephanBrenn (CC0),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:55:07.184059+00:00,110.225,,,656899,,,,,,,,,background,freesound_656899,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_656899.mp3,,,,windy_120.wav,59,-28.652,hq-mp3,73ff62119b2c6e1541cd9f4177433b8bffa448b3fc76d3873bcd756be8ee8225,https://cdn.freesound.org/previews/656/656899_13145737-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,3,routine_spot_check,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-43.649,48000.0,,0.00272,https://freesound.org/s/656899/,freesound_public_web,,,,autumn|field-recording|gust|gusts|gusty|leaves|midnight|nature|stormy|trees|wind|windy,StephanBrenn,
